audio_id,caption,jh,mark,,remove
sloshing_water_03_01,An audio clip of sloshing water.,hw,?,remove,1
black_capped_chickadee_calling_01_01,black capped chickadee calling.,hw,?,,0
black_capped_chickadee_calling_02_01,The sound of black capped chickadee calling.,hw,?,,0
black_capped_chickadee_calling_03_01,An audio clip of black capped chickadee calling.,hw,?,,0
lions_roaring_01_01,lions roaring.,hw,?,,0
lions_roaring_02_01,The sound of lions roaring.,hw,?,,0
lions_roaring_03_01,An audio clip of lions roaring.,hw,?,,0
playing_guiro_01_01,playing guiro.,hw,?,,0
playing_guiro_02_01,The sound of playing guiro.,hw,?,,0
playing_guiro_03_01,An audio clip of playing guiro.,hw,?,,0
striking_bowling_01_01,striking bowling.,hw,?,remove,1
striking_bowling_02_01,The sound of striking bowling.,hw,?,remove,1
striking_bowling_03_01,An audio clip of striking bowling.,hw,?,remove,1
bouncing_on_trampoline_01_01,bouncing on trampoline.,hw,?,remove,1
bouncing_on_trampoline_02_01,The sound of bouncing on trampoline.,hw,?,remove,1
bouncing_on_trampoline_03_01,An audio clip of bouncing on trampoline.,hw,?,remove,1
eagle_screaming_01_01,eagle screaming.,hw,?,,0
eagle_screaming_02_01,The sound of eagle screaming.,hw,?,,0
eagle_screaming_03_01,An audio clip of eagle screaming.,hw,?,,0
hedge_trimmer_running_01_01,hedge trimmer running.,hw,?,remove,1
hedge_trimmer_running_02_01,The sound of hedge trimmer running.,hw,?,remove,1
hedge_trimmer_running_03_01,An audio clip of hedge trimmer running.,hw,?,remove,1
bathroom_ventilation_fan_running_01_01,bathroom ventilation fan running.,hw,?,remove,1
bathroom_ventilation_fan_running_02_01,The sound of bathroom ventilation fan running.,hw,?,remove,1
bathroom_ventilation_fan_running_03_01,An audio clip of bathroom ventilation fan running.,hw,?,remove,1
hair_dryer_drying_01_01,hair dryer drying.,hw,1,,0
hair_dryer_drying_02_01,The sound of hair dryer drying.,hw,1,,0
hair_dryer_drying_03_01,An audio clip of hair dryer drying.,hw,1,,0
cutting_hair_with_electric_trimmers_01_01,cutting hair with electric trimmers.,hw,1,,0
cutting_hair_with_electric_trimmers_02_01,The sound of cutting hair with electric trimmers.,hw,1,,0
cutting_hair_with_electric_trimmers_03_01,An audio clip of cutting hair with electric trimmers.,hw,1,,0
people_eating_apple_01_01,people eating apple.,hw,?,remove,1
people_eating_apple_02_01,The sound of people eating apple.,hw,?,remove,1
people_eating_apple_03_01,An audio clip of people eating apple.,hw,?,remove,1
fly_housefly_buzzing_01_01,"fly, housefly buzzing.",hw,1,,0
fly_housefly_buzzing_02_01,"The sound of fly, housefly buzzing.",hw,1,,0
fly_housefly_buzzing_03_01,"An audio clip of fly, housefly buzzing.",hw,1,,0
bull_bellowing_01_01,bull bellowing.,hw,?,remove,1
bull_bellowing_02_01,The sound of bull bellowing.,hw,?,remove,1
bull_bellowing_03_01,An audio clip of bull bellowing.,hw,?,remove,1
otter_growling_01_01,otter growling.,hw,?,,0
otter_growling_02_01,The sound of otter growling.,hw,?,,0
otter_growling_03_01,An audio clip of otter growling.,hw,?,,0
opening_or_closing_car_electric_windows_01_01,opening or closing car electric windows.,hw,?,remove,1
opening_or_closing_car_electric_windows_02_01,The sound of opening or closing car electric windows.,hw,?,remove,1
opening_or_closing_car_electric_windows_03_01,An audio clip of opening or closing car electric windows.,hw,?,remove,1
warbler_chirping_01_01,warbler chirping.,hw,?,,0
warbler_chirping_02_01,The sound of warbler chirping.,hw,?,,0
warbler_chirping_03_01,An audio clip of warbler chirping.,hw,?,,0
goat_bleating_01_01,goat bleating.,hw,?,,0
goat_bleating_02_01,The sound of goat bleating.,hw,?,,0
goat_bleating_03_01,An audio clip of goat bleating.,hw,?,,0
whale_calling_01_01,whale calling.,hw,?,,0
whale_calling_02_01,The sound of whale calling.,hw,?,,0
whale_calling_03_01,An audio clip of whale calling.,hw,?,,0
acoustic_guitar_01_01,Acoustic_guitar.,hw,1,?,0
acoustic_guitar_02_01,The sound of Acoustic_guitar.,hw,1,?,0
acoustic_guitar_03_01,An audio clip of Acoustic_guitar.,hw,1,?,0
applause_01_01,Applause.,hw,1,,0
applause_02_01,The sound of Applause.,hw,1,,0
applause_03_01,An audio clip of Applause.,hw,1,,0
bark_01_01,Bark.,hw,1,,0
bark_02_01,The sound of Bark.,hw,1,,0
bark_03_01,An audio clip of Bark.,hw,1,,0
bass_drum_01_01,Bass_drum.,hw,1,?,0
bass_drum_02_01,The sound of Bass_drum.,hw,1,?,0
bass_drum_03_01,An audio clip of Bass_drum.,hw,1,?,0
burping_or_eructation_01_01,Burping_or_eructation.,hw,1,,0
burping_or_eructation_02_01,The sound of Burping_or_eructation.,hw,1,,0
burping_or_eructation_03_01,An audio clip of Burping_or_eructation.,hw,1,,0
bus_01_01,Bus.,hw,?,remove,1
bus_02_01,The sound of Bus.,hw,?,remove,1
bus_03_01,An audio clip of Bus.,hw,?,remove,1
cello_01_01,Cello.,hw,1,,0
cello_02_01,The sound of Cello.,hw,1,,0
cello_03_01,An audio clip of Cello.,hw,1,,0
chime_01_01,Chime.,hw,?,,0
chime_02_01,The sound of Chime.,hw,?,,0
chime_03_01,An audio clip of Chime.,hw,?,,0
clarinet_01_01,Clarinet.,hw,?,,0
clarinet_02_01,The sound of Clarinet.,hw,?,,0
clarinet_03_01,An audio clip of Clarinet.,hw,?,,0
computer_keyboard_01_01,Computer_keyboard.,hw,1,?,0
computer_keyboard_02_01,The sound of Computer_keyboard.,hw,1,?,0
computer_keyboard_03_01,An audio clip of Computer_keyboard.,hw,1,?,0
cough_01_01,Cough.,hw,1,?,0
cough_02_01,The sound of Cough.,hw,1,?,0
cough_03_01,An audio clip of Cough.,hw,1,?,0
cowbell_01_01,Cowbell.,hw,1,?,0
cowbell_02_01,The sound of Cowbell.,hw,1,?,0
cowbell_03_01,An audio clip of Cowbell.,hw,1,?,0
double_bass_01_01,Double_bass.,hw,?,,0
double_bass_02_01,The sound of Double_bass.,hw,?,,0
double_bass_03_01,An audio clip of Double_bass.,hw,?,,0
drawer_open_or_close_01_01,Drawer_open_or_close.,hw,1,,0
drawer_open_or_close_02_01,The sound of Drawer_open_or_close.,hw,1,,0
drawer_open_or_close_03_01,An audio clip of Drawer_open_or_close.,hw,1,,0
electric_piano_01_01,Electric_piano.,hw,?,remove,1
electric_piano_02_01,The sound of Electric_piano.,hw,?,remove,1
electric_piano_03_01,An audio clip of Electric_piano.,hw,?,remove,1
fart_01_01,Fart.,hw,?,remove,1
fart_02_01,The sound of Fart.,hw,?,remove,1
fart_03_01,An audio clip of Fart.,hw,?,remove,1
finger_snapping_01_01,Finger_snapping.,hw,?,remove,1
finger_snapping_02_01,The sound of Finger_snapping.,hw,?,remove,1
finger_snapping_03_01,An audio clip of Finger_snapping.,hw,?,remove,1
fireworks_01_01,Fireworks.,hw,1,?,0
fireworks_02_01,The sound of Fireworks.,hw,1,?,0
fireworks_03_01,An audio clip of Fireworks.,hw,1,?,0
flute_01_01,Flute.,hw,?,remove,1
flute_02_01,The sound of Flute.,hw,?,remove,1
flute_03_01,An audio clip of Flute.,hw,?,remove,1
glockenspiel_01_01,Glockenspiel.,hw,?,remove,1
glockenspiel_02_01,The sound of Glockenspiel.,hw,?,remove,1
glockenspiel_03_01,An audio clip of Glockenspiel.,hw,?,remove,1
gong_01_01,Gong.,hw,?,remove,1
gong_02_01,The sound of Gong.,hw,?,remove,1
gong_03_01,An audio clip of Gong.,hw,?,remove,1
gunshot_or_gunfire_01_01,Gunshot_or_gunfire.,hw,1,,0
gunshot_or_gunfire_02_01,The sound of Gunshot_or_gunfire.,hw,1,,0
gunshot_or_gunfire_03_01,An audio clip of Gunshot_or_gunfire.,hw,1,,0
harmonica_01_01,Harmonica.,hw,?,remove,1
harmonica_02_01,The sound of Harmonica.,hw,?,remove,1
harmonica_03_01,An audio clip of Harmonica.,hw,?,remove,1
hi-hat_01_01,Hi-hat.,hw,1,,0
hi-hat_02_01,The sound of Hi-hat.,hw,1,,0
hi-hat_03_01,An audio clip of Hi-hat.,hw,1,,0
keys_jangling_01_01,Keys_jangling.,hw,?,remove,1
keys_jangling_02_01,The sound of Keys_jangling.,hw,?,remove,1
keys_jangling_03_01,An audio clip of Keys_jangling.,hw,?,remove,1
knock_01_01,Knock.,hw,?,remove,1
knock_02_01,The sound of Knock.,hw,?,remove,1
knock_03_01,An audio clip of Knock.,hw,?,remove,1
laughter_01_01,Laughter.,hw,1,,0
laughter_02_01,The sound of Laughter.,hw,1,,0
laughter_03_01,An audio clip of Laughter.,hw,1,,0
meow_01_01,Meow.,hw,1,?,0
meow_02_01,The sound of Meow.,hw,1,?,0
meow_03_01,An audio clip of Meow.,hw,1,?,0
microwave_oven_01_01,Microwave_oven.,hw,?,remove,1
microwave_oven_02_01,The sound of Microwave_oven.,hw,?,remove,1
microwave_oven_03_01,An audio clip of Microwave_oven.,hw,?,remove,1
oboe_01_01,Oboe.,hw,?,remove,1
oboe_02_01,The sound of Oboe.,hw,?,remove,1
oboe_03_01,An audio clip of Oboe.,hw,?,remove,1
saxophone_01_01,Saxophone.,hw,?,remove,1
saxophone_02_01,The sound of Saxophone.,hw,?,remove,1
saxophone_03_01,An audio clip of Saxophone.,hw,?,remove,1
scissors_01_01,Scissors.,hw,?,remove,1
scissors_02_01,The sound of Scissors.,hw,?,remove,1
scissors_03_01,An audio clip of Scissors.,hw,?,remove,1
shatter_01_01,Shatter.,hw,1,,0
shatter_02_01,The sound of Shatter.,hw,1,,0
shatter_03_01,An audio clip of Shatter.,hw,1,,0
snare_drum_01_01,Snare_drum.,hw,1,?,0
snare_drum_02_01,The sound of Snare_drum.,hw,1,?,0
snare_drum_03_01,An audio clip of Snare_drum.,hw,1,?,0
squeak_01_01,Squeak.,hw,?,remove,1
squeak_02_01,The sound of Squeak.,hw,?,remove,1
squeak_03_01,An audio clip of Squeak.,hw,?,remove,1
tambourine_01_01,Tambourine.,hw,?,remove,1
tambourine_02_01,The sound of Tambourine.,hw,?,remove,1
tambourine_03_01,An audio clip of Tambourine.,hw,?,remove,1
tearing_01_01,Tearing.,hw,1,,0
tearing_02_01,The sound of Tearing.,hw,1,,0
tearing_03_01,An audio clip of Tearing.,hw,1,,0
telephone_01_01,Telephone.,hw,?,remove,1
telephone_02_01,The sound of Telephone.,hw,?,remove,1
telephone_03_01,An audio clip of Telephone.,hw,?,remove,1
trumpet_01_01,Trumpet.,hw,?,remove,1
trumpet_02_01,The sound of Trumpet.,hw,?,remove,1
trumpet_03_01,An audio clip of Trumpet.,hw,?,remove,1
violin_or_fiddle_01_01,Violin_or_fiddle.,hw,?,remove,1
violin_or_fiddle_02_01,The sound of Violin_or_fiddle.,hw,?,remove,1
violin_or_fiddle_03_01,An audio clip of Violin_or_fiddle.,hw,?,remove,1
writing_01_01,Writing.,hw,?,remove,1
writing_02_01,The sound of Writing.,hw,?,remove,1
writing_03_01,An audio clip of Writing.,hw,?,remove,1
